source,row_id,base_model,variant_id,model,dc_solution,rating,label,condition,bias_type,anchor_level,iteration,timestamp
llm,BIAS_WORD_dc_solution_design_tool_mistral_generalist2_03_20250820_122425,mistral,mistral_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,3.0,20250820_122425
llm,BIAS_WORD_dc_solution_design_tool_mistral_generalist_03_20250820_122425,mistral,mistral_generalist,generalist,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,3.0,20250820_122425
llm,BIAS_WORD_dc_solution_design_tool_mistral_normative2_03_20250820_122425,mistral,mistral_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,3.0,20250820_122425
llm,BIAS_WORD_dc_solution_design_tool_mistral_normative_03_20250820_122425,mistral,mistral_normative,normative,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,3.0,20250820_122425
llm,BIAS_WORD_dc_solution_design_tool_mistral_subject_matter2_03_20250820_122425,mistral,mistral_subject_matter2,subject_matter2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,3.0,20250820_122425
llm,BIAS_WORD_dc_solution_design_tool_mistral_subject_matter_03_20250820_122425,mistral,mistral_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,3.0,20250820_122425
llm,BIAS_WORD_dc_solution_design_tool_phi4_generalist2_03_20250820_122425,phi4,phi4_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,3.0,20250820_122425
llm,BIAS_WORD_dc_solution_design_tool_phi4_generalist_03_20250820_122425,phi4,phi4_generalist,generalist,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,3.0,20250820_122425
llm,BIAS_WORD_dc_solution_design_tool_phi4_normative2_03_20250820_122425,phi4,phi4_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,3.0,20250820_122425
llm,BIAS_WORD_dc_solution_design_tool_phi4_normative_03_20250820_122425,phi4,phi4_normative,normative,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,3.0,20250820_122425
llm,BIAS_WORD_dc_solution_design_tool_phi4_subject_matter2_03_20250820_122425,phi4,phi4_subject_matter2,subject_matter2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,3.0,20250820_122425
llm,BIAS_WORD_dc_solution_design_tool_phi4_subject_matter_03_20250820_122425,phi4,phi4_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,3.0,20250820_122425
llm,BIAS_WORD_dc_solution_design_tool_gemma3_generalist2_04_20250820_135237,gemma3,gemma3_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_gemma3_generalist_04_20250820_135237,gemma3,gemma3_generalist,generalist,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_gemma3_normative2_04_20250820_135237,gemma3,gemma3_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_gemma3_normative_04_20250820_135237,gemma3,gemma3_normative,normative,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_gemma3_subject_matter2_04_20250820_135237,gemma3,gemma3_subject_matter2,subject_matter2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_gemma3_subject_matter_04_20250820_135237,gemma3,gemma3_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_llama_generalist2_04_20250820_135237,llama,llama_generalist2,generalist2,DC solution design tool,3,Important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_llama_generalist_04_20250820_135237,llama,llama_generalist,generalist,DC solution design tool,3,Important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_llama_normative2_04_20250820_135237,llama,llama_normative2,normative2,DC solution design tool,3,Important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_llama_normative_04_20250820_135237,llama,llama_normative,normative,DC solution design tool,3,Important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_llama_subject_matter2_04_20250820_135237,llama,llama_subject_matter2,subject_matter2,DC solution design tool,3,Important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_llama_subject_matter_04_20250820_135237,llama,llama_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_mistral_generalist2_04_20250820_135237,mistral,mistral_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_mistral_generalist_04_20250820_135237,mistral,mistral_generalist,generalist,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_mistral_normative2_04_20250820_135237,mistral,mistral_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_mistral_normative_04_20250820_135237,mistral,mistral_normative,normative,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_mistral_subject_matter2_04_20250820_135237,mistral,mistral_subject_matter2,subject_matter2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_mistral_subject_matter_04_20250820_135237,mistral,mistral_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_phi4_generalist2_04_20250820_135237,phi4,phi4_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_phi4_generalist_04_20250820_135237,phi4,phi4_generalist,generalist,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_phi4_normative2_04_20250820_135237,phi4,phi4_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_phi4_normative_04_20250820_135237,phi4,phi4_normative,normative,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_phi4_subject_matter2_04_20250820_135237,phi4,phi4_subject_matter2,subject_matter2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_phi4_subject_matter_04_20250820_135237,phi4,phi4_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,4.0,20250820_135237
llm,BIAS_WORD_dc_solution_design_tool_gemma3_generalist2_05_20250820_141451,gemma3,gemma3_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_gemma3_generalist_05_20250820_141451,gemma3,gemma3_generalist,generalist,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_gemma3_normative2_05_20250820_141451,gemma3,gemma3_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_gemma3_normative_05_20250820_141451,gemma3,gemma3_normative,normative,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_gemma3_subject_matter2_05_20250820_141451,gemma3,gemma3_subject_matter2,subject_matter2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_gemma3_subject_matter_05_20250820_141451,gemma3,gemma3_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_llama_generalist2_05_20250820_141451,llama,llama_generalist2,generalist2,DC solution design tool,3,Important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_llama_generalist_05_20250820_141451,llama,llama_generalist,generalist,DC solution design tool,3,Important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_llama_normative2_05_20250820_141451,llama,llama_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_llama_normative_05_20250820_141451,llama,llama_normative,normative,DC solution design tool,3,Important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_llama_subject_matter2_05_20250820_141451,llama,llama_subject_matter2,subject_matter2,DC solution design tool,3,Important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_llama_subject_matter_05_20250820_141451,llama,llama_subject_matter,subject_matter,DC solution design tool,3,Important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_mistral_generalist2_05_20250820_141451,mistral,mistral_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_mistral_generalist_05_20250820_141451,mistral,mistral_generalist,generalist,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_mistral_normative2_05_20250820_141451,mistral,mistral_normative2,normative2,DC solution design tool,3,Important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_mistral_normative_05_20250820_141451,mistral,mistral_normative,normative,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_mistral_subject_matter2_05_20250820_141451,mistral,mistral_subject_matter2,subject_matter2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_mistral_subject_matter_05_20250820_141451,mistral,mistral_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_phi4_generalist2_05_20250820_141451,phi4,phi4_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_phi4_generalist_05_20250820_141451,phi4,phi4_generalist,generalist,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_phi4_normative2_05_20250820_141451,phi4,phi4_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_phi4_normative_05_20250820_141451,phi4,phi4_normative,normative,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_phi4_subject_matter2_05_20250820_141451,phi4,phi4_subject_matter2,subject_matter2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_phi4_subject_matter_05_20250820_141451,phi4,phi4_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,5.0,20250820_141451
llm,BIAS_WORD_dc_solution_design_tool_gemma3_generalist2_06_20250820_144831,gemma3,gemma3_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_gemma3_generalist_06_20250820_144831,gemma3,gemma3_generalist,generalist,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_gemma3_normative2_06_20250820_144831,gemma3,gemma3_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_gemma3_normative_06_20250820_144831,gemma3,gemma3_normative,normative,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_gemma3_subject_matter2_06_20250820_144831,gemma3,gemma3_subject_matter2,subject_matter2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_gemma3_subject_matter_06_20250820_144831,gemma3,gemma3_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_llama_generalist2_06_20250820_144831,llama,llama_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_llama_generalist_06_20250820_144831,llama,llama_generalist,generalist,DC solution design tool,3,Important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_llama_normative2_06_20250820_144831,llama,llama_normative2,normative2,DC solution design tool,3,Important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_llama_normative_06_20250820_144831,llama,llama_normative,normative,DC solution design tool,3,Important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_llama_subject_matter2_06_20250820_144831,llama,llama_subject_matter2,subject_matter2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_llama_subject_matter_06_20250820_144831,llama,llama_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_mistral_generalist2_06_20250820_144831,mistral,mistral_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_mistral_generalist_06_20250820_144831,mistral,mistral_generalist,generalist,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_mistral_normative2_06_20250820_144831,mistral,mistral_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_mistral_normative_06_20250820_144831,mistral,mistral_normative,normative,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_mistral_subject_matter2_06_20250820_144831,mistral,mistral_subject_matter2,subject_matter2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_mistral_subject_matter_06_20250820_144831,mistral,mistral_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_phi4_generalist2_06_20250820_144831,phi4,phi4_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_phi4_generalist_06_20250820_144831,phi4,phi4_generalist,generalist,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_phi4_normative2_06_20250820_144831,phi4,phi4_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_phi4_normative_06_20250820_144831,phi4,phi4_normative,normative,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_phi4_subject_matter2_06_20250820_144831,phi4,phi4_subject_matter2,subject_matter2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_phi4_subject_matter_06_20250820_144831,phi4,phi4_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,6.0,20250820_144831
llm,BIAS_WORD_dc_solution_design_tool_gemma3_generalist2_07_20250820_145208,gemma3,gemma3_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_gemma3_generalist_07_20250820_145208,gemma3,gemma3_generalist,generalist,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_gemma3_normative2_07_20250820_145208,gemma3,gemma3_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_gemma3_normative_07_20250820_145208,gemma3,gemma3_normative,normative,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_gemma3_subject_matter2_07_20250820_145208,gemma3,gemma3_subject_matter2,subject_matter2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_gemma3_subject_matter_07_20250820_145208,gemma3,gemma3_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_llama_generalist2_07_20250820_145208,llama,llama_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_llama_generalist_07_20250820_145208,llama,llama_generalist,generalist,DC solution design tool,3,Important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_llama_normative2_07_20250820_145208,llama,llama_normative2,normative2,DC solution design tool,3,Important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_llama_normative_07_20250820_145208,llama,llama_normative,normative,DC solution design tool,3,Important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_llama_subject_matter2_07_20250820_145208,llama,llama_subject_matter2,subject_matter2,DC solution design tool,3,Important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_llama_subject_matter_07_20250820_145208,llama,llama_subject_matter,subject_matter,DC solution design tool,3,Important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_mistral_generalist2_07_20250820_145208,mistral,mistral_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_mistral_generalist_07_20250820_145208,mistral,mistral_generalist,generalist,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_mistral_normative2_07_20250820_145208,mistral,mistral_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_mistral_normative_07_20250820_145208,mistral,mistral_normative,normative,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_mistral_subject_matter2_07_20250820_145208,mistral,mistral_subject_matter2,subject_matter2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_mistral_subject_matter_07_20250820_145208,mistral,mistral_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_phi4_generalist2_07_20250820_145208,phi4,phi4_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_phi4_generalist_07_20250820_145208,phi4,phi4_generalist,generalist,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_phi4_normative2_07_20250820_145208,phi4,phi4_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_phi4_normative_07_20250820_145208,phi4,phi4_normative,normative,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_phi4_subject_matter2_07_20250820_145208,phi4,phi4_subject_matter2,subject_matter2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_phi4_subject_matter_07_20250820_145208,phi4,phi4_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,7.0,20250820_145208
llm,BIAS_WORD_dc_solution_design_tool_gemma3_generalist2_08_20250820_154547,gemma3,gemma3_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_gemma3_generalist_08_20250820_154547,gemma3,gemma3_generalist,generalist,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_gemma3_normative2_08_20250820_154547,gemma3,gemma3_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_gemma3_normative_08_20250820_154547,gemma3,gemma3_normative,normative,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_gemma3_subject_matter2_08_20250820_154547,gemma3,gemma3_subject_matter2,subject_matter2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_gemma3_subject_matter_08_20250820_154547,gemma3,gemma3_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_llama_generalist2_08_20250820_154547,llama,llama_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_llama_generalist_08_20250820_154547,llama,llama_generalist,generalist,DC solution design tool,3,Important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_llama_normative2_08_20250820_154547,llama,llama_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_llama_normative_08_20250820_154547,llama,llama_normative,normative,DC solution design tool,3,Important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_llama_subject_matter2_08_20250820_154547,llama,llama_subject_matter2,subject_matter2,DC solution design tool,3,Important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_llama_subject_matter_08_20250820_154547,llama,llama_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_mistral_generalist2_08_20250820_154547,mistral,mistral_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_mistral_generalist_08_20250820_154547,mistral,mistral_generalist,generalist,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_mistral_normative2_08_20250820_154547,mistral,mistral_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_mistral_normative_08_20250820_154547,mistral,mistral_normative,normative,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_mistral_subject_matter2_08_20250820_154547,mistral,mistral_subject_matter2,subject_matter2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_mistral_subject_matter_08_20250820_154547,mistral,mistral_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_phi4_generalist2_08_20250820_154547,phi4,phi4_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_phi4_generalist_08_20250820_154547,phi4,phi4_generalist,generalist,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_phi4_normative2_08_20250820_154547,phi4,phi4_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_phi4_normative_08_20250820_154547,phi4,phi4_normative,normative,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_phi4_subject_matter2_08_20250820_154547,phi4,phi4_subject_matter2,subject_matter2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_phi4_subject_matter_08_20250820_154547,phi4,phi4_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,8.0,20250820_154547
llm,BIAS_WORD_dc_solution_design_tool_gemma3_generalist2_09_20250820_160409,gemma3,gemma3_generalist2,generalist2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,9.0,20250820_160409
llm,BIAS_WORD_dc_solution_design_tool_gemma3_generalist_09_20250820_160409,gemma3,gemma3_generalist,generalist,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,9.0,20250820_160409
llm,BIAS_WORD_dc_solution_design_tool_gemma3_normative2_09_20250820_160409,gemma3,gemma3_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,9.0,20250820_160409
llm,BIAS_WORD_dc_solution_design_tool_gemma3_normative_09_20250820_160409,gemma3,gemma3_normative,normative,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,9.0,20250820_160409
llm,BIAS_WORD_dc_solution_design_tool_gemma3_subject_matter2_09_20250820_160409,gemma3,gemma3_subject_matter2,subject_matter2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,9.0,20250820_160409
llm,BIAS_WORD_dc_solution_design_tool_gemma3_subject_matter_09_20250820_160409,gemma3,gemma3_subject_matter,subject_matter,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,9.0,20250820_160409
llm,BIAS_WORD_dc_solution_design_tool_llama_generalist2_09_20250820_160409,llama,llama_generalist2,generalist2,DC solution design tool,3,Important,BIASED,BIAS_WORD,,9.0,20250820_160409
llm,BIAS_WORD_dc_solution_design_tool_llama_generalist_09_20250820_160409,llama,llama_generalist,generalist,DC solution design tool,3,Important,BIASED,BIAS_WORD,,9.0,20250820_160409
llm,BIAS_WORD_dc_solution_design_tool_llama_normative2_09_20250820_160409,llama,llama_normative2,normative2,DC solution design tool,4,Very important,BIASED,BIAS_WORD,,9.0,20250820_160409
