row_id,base_model,variant_id,model,dc_solution,rating,label,iteration,timestamp,source,condition
mistral_subject_matter2_12_20250811_115319,mistral,mistral_subject_matter2,subject_matter2,Static protection system,4,Very important,12.0,20250811_115319,llm,CONTEXT
gemma3_generalist_12_20250811_115319,gemma3,gemma3_generalist,generalist,Static protection system,4,Very important,12.0,20250811_115319,llm,CONTEXT
gemma3_generalist2_12_20250811_115319,gemma3,gemma3_generalist2,generalist2,Static protection system,4,Very important,12.0,20250811_115319,llm,CONTEXT
gemma3_normative_12_20250811_115319,gemma3,gemma3_normative,normative,Static protection system,4,Very important,12.0,20250811_115319,llm,CONTEXT
gemma3_normative2_12_20250811_115319,gemma3,gemma3_normative2,normative2,Static protection system,4,Very important,12.0,20250811_115319,llm,CONTEXT
gemma3_subject_matter_12_20250811_115319,gemma3,gemma3_subject_matter,subject_matter,Static protection system,4,Very important,12.0,20250811_115319,llm,CONTEXT
gemma3_subject_matter2_12_20250811_115319,gemma3,gemma3_subject_matter2,subject_matter2,Static protection system,4,Very important,12.0,20250811_115319,llm,CONTEXT
llama_generalist_13_20250811_115715,llama,llama_generalist,generalist,Static protection system,3,Important,13.0,20250811_115715,llm,CONTEXT
llama_generalist2_13_20250811_115715,llama,llama_generalist2,generalist2,Static protection system,4,Very important,13.0,20250811_115715,llm,CONTEXT
llama_normative_13_20250811_115715,llama,llama_normative,normative,Static protection system,3,Important,13.0,20250811_115715,llm,CONTEXT
llama_normative2_13_20250811_115715,llama,llama_normative2,normative2,Static protection system,4,Very important,13.0,20250811_115715,llm,CONTEXT
llama_subject_matter_13_20250811_115715,llama,llama_subject_matter,subject_matter,Static protection system,3,Important,13.0,20250811_115715,llm,CONTEXT
llama_subject_matter2_13_20250811_115715,llama,llama_subject_matter2,subject_matter2,Static protection system,4,Very important,13.0,20250811_115715,llm,CONTEXT
mistral_generalist_13_20250811_115715,mistral,mistral_generalist,generalist,Static protection system,4,Very important,13.0,20250811_115715,llm,CONTEXT
mistral_generalist2_13_20250811_115715,mistral,mistral_generalist2,generalist2,Static protection system,4,Very important,13.0,20250811_115715,llm,CONTEXT
mistral_normative_13_20250811_115715,mistral,mistral_normative,normative,Static protection system,4,Very important,13.0,20250811_115715,llm,CONTEXT
mistral_normative2_13_20250811_115715,mistral,mistral_normative2,normative2,Static protection system,4,Very important,13.0,20250811_115715,llm,CONTEXT
mistral_subject_matter_13_20250811_115715,mistral,mistral_subject_matter,subject_matter,Static protection system,4,Very important,13.0,20250811_115715,llm,CONTEXT
mistral_subject_matter2_13_20250811_115715,mistral,mistral_subject_matter2,subject_matter2,Static protection system,4,Very important,13.0,20250811_115715,llm,CONTEXT
gemma3_generalist_13_20250811_115715,gemma3,gemma3_generalist,generalist,Static protection system,4,Very important,13.0,20250811_115715,llm,CONTEXT
gemma3_generalist2_13_20250811_115715,gemma3,gemma3_generalist2,generalist2,Static protection system,4,Very important,13.0,20250811_115715,llm,CONTEXT
gemma3_normative_13_20250811_115715,gemma3,gemma3_normative,normative,Static protection system,4,Very important,13.0,20250811_115715,llm,CONTEXT
gemma3_normative2_13_20250811_115715,gemma3,gemma3_normative2,normative2,Static protection system,4,Very important,13.0,20250811_115715,llm,CONTEXT
gemma3_subject_matter_13_20250811_115715,gemma3,gemma3_subject_matter,subject_matter,Static protection system,4,Very important,13.0,20250811_115715,llm,CONTEXT
gemma3_subject_matter2_13_20250811_115715,gemma3,gemma3_subject_matter2,subject_matter2,Static protection system,4,Very important,13.0,20250811_115715,llm,CONTEXT
llama_generalist_14_20250811_120804,llama,llama_generalist,generalist,Static protection system,4,Very important,14.0,20250811_120804,llm,CONTEXT
llama_generalist2_14_20250811_120804,llama,llama_generalist2,generalist2,Static protection system,3,Important,14.0,20250811_120804,llm,CONTEXT
llama_normative_14_20250811_120804,llama,llama_normative,normative,Static protection system,4,Very important,14.0,20250811_120804,llm,CONTEXT
llama_normative2_14_20250811_120804,llama,llama_normative2,normative2,Static protection system,4,Very important,14.0,20250811_120804,llm,CONTEXT
llama_subject_matter_14_20250811_120804,llama,llama_subject_matter,subject_matter,Static protection system,4,Very important,14.0,20250811_120804,llm,CONTEXT
llama_subject_matter2_14_20250811_120804,llama,llama_subject_matter2,subject_matter2,Static protection system,4,Very important,14.0,20250811_120804,llm,CONTEXT
mistral_generalist_14_20250811_120804,mistral,mistral_generalist,generalist,Static protection system,4,Very important,14.0,20250811_120804,llm,CONTEXT
mistral_generalist2_14_20250811_120804,mistral,mistral_generalist2,generalist2,Static protection system,4,Very important,14.0,20250811_120804,llm,CONTEXT
mistral_normative_14_20250811_120804,mistral,mistral_normative,normative,Static protection system,4,Very important,14.0,20250811_120804,llm,CONTEXT
mistral_normative2_14_20250811_120804,mistral,mistral_normative2,normative2,Static protection system,4,Very important,14.0,20250811_120804,llm,CONTEXT
mistral_subject_matter_14_20250811_120804,mistral,mistral_subject_matter,subject_matter,Static protection system,4,Very important,14.0,20250811_120804,llm,CONTEXT
mistral_subject_matter2_14_20250811_120804,mistral,mistral_subject_matter2,subject_matter2,Static protection system,4,Very important,14.0,20250811_120804,llm,CONTEXT
gemma3_generalist_14_20250811_120804,gemma3,gemma3_generalist,generalist,Static protection system,4,Very important,14.0,20250811_120804,llm,CONTEXT
gemma3_generalist2_14_20250811_120804,gemma3,gemma3_generalist2,generalist2,Static protection system,4,Very important,14.0,20250811_120804,llm,CONTEXT
gemma3_normative_14_20250811_120804,gemma3,gemma3_normative,normative,Static protection system,4,Very important,14.0,20250811_120804,llm,CONTEXT
gemma3_normative2_14_20250811_120804,gemma3,gemma3_normative2,normative2,Static protection system,4,Very important,14.0,20250811_120804,llm,CONTEXT
gemma3_subject_matter_14_20250811_120804,gemma3,gemma3_subject_matter,subject_matter,Static protection system,4,Very important,14.0,20250811_120804,llm,CONTEXT
gemma3_subject_matter2_14_20250811_120804,gemma3,gemma3_subject_matter2,subject_matter2,Static protection system,4,Very important,14.0,20250811_120804,llm,CONTEXT
llama_generalist_15_20250811_121312,llama,llama_generalist,generalist,Static protection system,3,Important,15.0,20250811_121312,llm,CONTEXT
llama_generalist2_15_20250811_121312,llama,llama_generalist2,generalist2,Static protection system,3,Important,15.0,20250811_121312,llm,CONTEXT
llama_normative_15_20250811_121312,llama,llama_normative,normative,Static protection system,3,Important,15.0,20250811_121312,llm,CONTEXT
llama_normative2_15_20250811_121312,llama,llama_normative2,normative2,Static protection system,4,Very important,15.0,20250811_121312,llm,CONTEXT
llama_subject_matter_15_20250811_121312,llama,llama_subject_matter,subject_matter,Static protection system,4,Very important,15.0,20250811_121312,llm,CONTEXT
llama_subject_matter2_15_20250811_121312,llama,llama_subject_matter2,subject_matter2,Static protection system,4,Very important,15.0,20250811_121312,llm,CONTEXT
mistral_generalist_15_20250811_121312,mistral,mistral_generalist,generalist,Static protection system,4,Very important,15.0,20250811_121312,llm,CONTEXT
mistral_generalist2_15_20250811_121312,mistral,mistral_generalist2,generalist2,Static protection system,4,Very important,15.0,20250811_121312,llm,CONTEXT
mistral_normative_15_20250811_121312,mistral,mistral_normative,normative,Static protection system,4,Very important,15.0,20250811_121312,llm,CONTEXT
mistral_normative2_15_20250811_121312,mistral,mistral_normative2,normative2,Static protection system,4,Very important,15.0,20250811_121312,llm,CONTEXT
mistral_subject_matter_15_20250811_121312,mistral,mistral_subject_matter,subject_matter,Static protection system,4,Very important,15.0,20250811_121312,llm,CONTEXT
mistral_subject_matter2_15_20250811_121312,mistral,mistral_subject_matter2,subject_matter2,Static protection system,4,Very important,15.0,20250811_121312,llm,CONTEXT
gemma3_generalist_15_20250811_121312,gemma3,gemma3_generalist,generalist,Static protection system,4,Very important,15.0,20250811_121312,llm,CONTEXT
gemma3_generalist2_15_20250811_121312,gemma3,gemma3_generalist2,generalist2,Static protection system,4,Very important,15.0,20250811_121312,llm,CONTEXT
gemma3_normative_15_20250811_121312,gemma3,gemma3_normative,normative,Static protection system,4,Very important,15.0,20250811_121312,llm,CONTEXT
gemma3_normative2_15_20250811_121312,gemma3,gemma3_normative2,normative2,Static protection system,4,Very important,15.0,20250811_121312,llm,CONTEXT
gemma3_subject_matter_15_20250811_121312,gemma3,gemma3_subject_matter,subject_matter,Static protection system,4,Very important,15.0,20250811_121312,llm,CONTEXT
gemma3_subject_matter2_15_20250811_121312,gemma3,gemma3_subject_matter2,subject_matter2,Static protection system,4,Very important,15.0,20250811_121312,llm,CONTEXT
llama_generalist_16_20250811_121756,llama,llama_generalist,generalist,Static protection system,4,Very important,16.0,20250811_121756,llm,CONTEXT
llama_generalist2_16_20250811_121756,llama,llama_generalist2,generalist2,Static protection system,4,Very important,16.0,20250811_121756,llm,CONTEXT
llama_normative_16_20250811_121756,llama,llama_normative,normative,Static protection system,4,Very important,16.0,20250811_121756,llm,CONTEXT
llama_normative2_16_20250811_121756,llama,llama_normative2,normative2,Static protection system,4,Very important,16.0,20250811_121756,llm,CONTEXT
llama_subject_matter_16_20250811_121756,llama,llama_subject_matter,subject_matter,Static protection system,4,Very important,16.0,20250811_121756,llm,CONTEXT
llama_subject_matter2_16_20250811_121756,llama,llama_subject_matter2,subject_matter2,Static protection system,4,Very important,16.0,20250811_121756,llm,CONTEXT
mistral_generalist_16_20250811_121756,mistral,mistral_generalist,generalist,Static protection system,4,Very important,16.0,20250811_121756,llm,CONTEXT
mistral_generalist2_16_20250811_121756,mistral,mistral_generalist2,generalist2,Static protection system,4,Very important,16.0,20250811_121756,llm,CONTEXT
mistral_normative_16_20250811_121756,mistral,mistral_normative,normative,Static protection system,4,Very important,16.0,20250811_121756,llm,CONTEXT
mistral_normative2_16_20250811_121756,mistral,mistral_normative2,normative2,Static protection system,4,Very important,16.0,20250811_121756,llm,CONTEXT
mistral_subject_matter_16_20250811_121756,mistral,mistral_subject_matter,subject_matter,Static protection system,4,Very important,16.0,20250811_121756,llm,CONTEXT
mistral_subject_matter2_16_20250811_121756,mistral,mistral_subject_matter2,subject_matter2,Static protection system,4,Very important,16.0,20250811_121756,llm,CONTEXT
gemma3_generalist_16_20250811_121756,gemma3,gemma3_generalist,generalist,Static protection system,4,Very important,16.0,20250811_121756,llm,CONTEXT
gemma3_generalist2_16_20250811_121756,gemma3,gemma3_generalist2,generalist2,Static protection system,4,Very important,16.0,20250811_121756,llm,CONTEXT
gemma3_normative_16_20250811_121756,gemma3,gemma3_normative,normative,Static protection system,4,Very important,16.0,20250811_121756,llm,CONTEXT
gemma3_normative2_16_20250811_121756,gemma3,gemma3_normative2,normative2,Static protection system,4,Very important,16.0,20250811_121756,llm,CONTEXT
gemma3_subject_matter_16_20250811_121756,gemma3,gemma3_subject_matter,subject_matter,Static protection system,4,Very important,16.0,20250811_121756,llm,CONTEXT
gemma3_subject_matter2_16_20250811_121756,gemma3,gemma3_subject_matter2,subject_matter2,Static protection system,4,Very important,16.0,20250811_121756,llm,CONTEXT
llama_generalist_17_20250811_122125,llama,llama_generalist,generalist,Static protection system,4,Very important,17.0,20250811_122125,llm,CONTEXT
llama_generalist2_17_20250811_122125,llama,llama_generalist2,generalist2,Static protection system,4,Very important,17.0,20250811_122125,llm,CONTEXT
llama_normative_17_20250811_122125,llama,llama_normative,normative,Static protection system,4,Very important,17.0,20250811_122125,llm,CONTEXT
llama_normative2_17_20250811_122125,llama,llama_normative2,normative2,Static protection system,4,Very important,17.0,20250811_122125,llm,CONTEXT
llama_subject_matter_17_20250811_122125,llama,llama_subject_matter,subject_matter,Static protection system,4,Very important,17.0,20250811_122125,llm,CONTEXT
llama_subject_matter2_17_20250811_122125,llama,llama_subject_matter2,subject_matter2,Static protection system,4,Very important,17.0,20250811_122125,llm,CONTEXT
mistral_generalist_17_20250811_122125,mistral,mistral_generalist,generalist,Static protection system,4,Very important,17.0,20250811_122125,llm,CONTEXT
mistral_generalist2_17_20250811_122125,mistral,mistral_generalist2,generalist2,Static protection system,4,Very important,17.0,20250811_122125,llm,CONTEXT
mistral_normative_17_20250811_122125,mistral,mistral_normative,normative,Static protection system,4,Very important,17.0,20250811_122125,llm,CONTEXT
mistral_normative2_17_20250811_122125,mistral,mistral_normative2,normative2,Static protection system,4,Very important,17.0,20250811_122125,llm,CONTEXT
mistral_subject_matter_17_20250811_122125,mistral,mistral_subject_matter,subject_matter,Static protection system,4,Very important,17.0,20250811_122125,llm,CONTEXT
mistral_subject_matter2_17_20250811_122125,mistral,mistral_subject_matter2,subject_matter2,Static protection system,4,Very important,17.0,20250811_122125,llm,CONTEXT
gemma3_generalist_17_20250811_122125,gemma3,gemma3_generalist,generalist,Static protection system,4,Very important,17.0,20250811_122125,llm,CONTEXT
gemma3_generalist2_17_20250811_122125,gemma3,gemma3_generalist2,generalist2,Static protection system,4,Very important,17.0,20250811_122125,llm,CONTEXT
gemma3_normative_17_20250811_122125,gemma3,gemma3_normative,normative,Static protection system,4,Very important,17.0,20250811_122125,llm,CONTEXT
gemma3_normative2_17_20250811_122125,gemma3,gemma3_normative2,normative2,Static protection system,4,Very important,17.0,20250811_122125,llm,CONTEXT
gemma3_subject_matter_17_20250811_122125,gemma3,gemma3_subject_matter,subject_matter,Static protection system,4,Very important,17.0,20250811_122125,llm,CONTEXT
gemma3_subject_matter2_17_20250811_122125,gemma3,gemma3_subject_matter2,subject_matter2,Static protection system,4,Very important,17.0,20250811_122125,llm,CONTEXT
llama_generalist_18_20250811_122627,llama,llama_generalist,generalist,Static protection system,4,Very important,18.0,20250811_122627,llm,CONTEXT
llama_generalist2_18_20250811_122627,llama,llama_generalist2,generalist2,Static protection system,4,Very important,18.0,20250811_122627,llm,CONTEXT
llama_normative_18_20250811_122627,llama,llama_normative,normative,Static protection system,4,Very important,18.0,20250811_122627,llm,CONTEXT
llama_normative2_18_20250811_122627,llama,llama_normative2,normative2,Static protection system,4,Very important,18.0,20250811_122627,llm,CONTEXT
llama_subject_matter_18_20250811_122627,llama,llama_subject_matter,subject_matter,Static protection system,4,Very important,18.0,20250811_122627,llm,CONTEXT
llama_subject_matter2_18_20250811_122627,llama,llama_subject_matter2,subject_matter2,Static protection system,3,Important,18.0,20250811_122627,llm,CONTEXT
mistral_generalist_18_20250811_122627,mistral,mistral_generalist,generalist,Static protection system,4,Very important,18.0,20250811_122627,llm,CONTEXT
mistral_generalist2_18_20250811_122627,mistral,mistral_generalist2,generalist2,Static protection system,4,Very important,18.0,20250811_122627,llm,CONTEXT
mistral_normative_18_20250811_122627,mistral,mistral_normative,normative,Static protection system,4,Very important,18.0,20250811_122627,llm,CONTEXT
mistral_normative2_18_20250811_122627,mistral,mistral_normative2,normative2,Static protection system,4,Very important,18.0,20250811_122627,llm,CONTEXT
mistral_subject_matter_18_20250811_122627,mistral,mistral_subject_matter,subject_matter,Static protection system,4,Very important,18.0,20250811_122627,llm,CONTEXT
mistral_subject_matter2_18_20250811_122627,mistral,mistral_subject_matter2,subject_matter2,Static protection system,4,Very important,18.0,20250811_122627,llm,CONTEXT
gemma3_generalist_18_20250811_122627,gemma3,gemma3_generalist,generalist,Static protection system,4,Very important,18.0,20250811_122627,llm,CONTEXT
gemma3_generalist2_18_20250811_122627,gemma3,gemma3_generalist2,generalist2,Static protection system,4,Very important,18.0,20250811_122627,llm,CONTEXT
gemma3_normative_18_20250811_122627,gemma3,gemma3_normative,normative,Static protection system,4,Very important,18.0,20250811_122627,llm,CONTEXT
gemma3_normative2_18_20250811_122627,gemma3,gemma3_normative2,normative2,Static protection system,4,Very important,18.0,20250811_122627,llm,CONTEXT
gemma3_subject_matter_18_20250811_122627,gemma3,gemma3_subject_matter,subject_matter,Static protection system,4,Very important,18.0,20250811_122627,llm,CONTEXT
gemma3_subject_matter2_18_20250811_122627,gemma3,gemma3_subject_matter2,subject_matter2,Static protection system,4,Very important,18.0,20250811_122627,llm,CONTEXT
llama_generalist_19_20250811_123000,llama,llama_generalist,generalist,Static protection system,3,Important,19.0,20250811_123000,llm,CONTEXT
llama_generalist2_19_20250811_123000,llama,llama_generalist2,generalist2,Static protection system,4,Very important,19.0,20250811_123000,llm,CONTEXT
llama_normative_19_20250811_123000,llama,llama_normative,normative,Static protection system,4,Very important,19.0,20250811_123000,llm,CONTEXT
llama_normative2_19_20250811_123000,llama,llama_normative2,normative2,Static protection system,4,Very important,19.0,20250811_123000,llm,CONTEXT
llama_subject_matter_19_20250811_123000,llama,llama_subject_matter,subject_matter,Static protection system,4,Very important,19.0,20250811_123000,llm,CONTEXT
llama_subject_matter2_19_20250811_123000,llama,llama_subject_matter2,subject_matter2,Static protection system,4,Very important,19.0,20250811_123000,llm,CONTEXT
mistral_generalist_19_20250811_123000,mistral,mistral_generalist,generalist,Static protection system,4,Very important,19.0,20250811_123000,llm,CONTEXT
mistral_generalist2_19_20250811_123000,mistral,mistral_generalist2,generalist2,Static protection system,4,Very important,19.0,20250811_123000,llm,CONTEXT
mistral_normative_19_20250811_123000,mistral,mistral_normative,normative,Static protection system,4,Very important,19.0,20250811_123000,llm,CONTEXT
mistral_normative2_19_20250811_123000,mistral,mistral_normative2,normative2,Static protection system,4,Very important,19.0,20250811_123000,llm,CONTEXT
mistral_subject_matter_19_20250811_123000,mistral,mistral_subject_matter,subject_matter,Static protection system,4,Very important,19.0,20250811_123000,llm,CONTEXT
mistral_subject_matter2_19_20250811_123000,mistral,mistral_subject_matter2,subject_matter2,Static protection system,4,Very important,19.0,20250811_123000,llm,CONTEXT
gemma3_generalist_19_20250811_123000,gemma3,gemma3_generalist,generalist,Static protection system,4,Very important,19.0,20250811_123000,llm,CONTEXT
gemma3_generalist2_19_20250811_123000,gemma3,gemma3_generalist2,generalist2,Static protection system,4,Very important,19.0,20250811_123000,llm,CONTEXT
gemma3_normative_19_20250811_123000,gemma3,gemma3_normative,normative,Static protection system,4,Very important,19.0,20250811_123000,llm,CONTEXT
gemma3_normative2_19_20250811_123000,gemma3,gemma3_normative2,normative2,Static protection system,4,Very important,19.0,20250811_123000,llm,CONTEXT
gemma3_subject_matter_19_20250811_123000,gemma3,gemma3_subject_matter,subject_matter,Static protection system,4,Very important,19.0,20250811_123000,llm,CONTEXT
gemma3_subject_matter2_19_20250811_123000,gemma3,gemma3_subject_matter2,subject_matter2,Static protection system,4,Very important,19.0,20250811_123000,llm,CONTEXT
llama_generalist_20_20250811_123515,llama,llama_generalist,generalist,Static protection system,3,Important,20.0,20250811_123515,llm,CONTEXT
llama_generalist2_20_20250811_123515,llama,llama_generalist2,generalist2,Static protection system,4,Very important,20.0,20250811_123515,llm,CONTEXT
llama_normative_20_20250811_123515,llama,llama_normative,normative,Static protection system,4,Very important,20.0,20250811_123515,llm,CONTEXT
llama_normative2_20_20250811_123515,llama,llama_normative2,normative2,Static protection system,4,Very important,20.0,20250811_123515,llm,CONTEXT
llama_subject_matter_20_20250811_123515,llama,llama_subject_matter,subject_matter,Static protection system,4,Very important,20.0,20250811_123515,llm,CONTEXT
llama_subject_matter2_20_20250811_123515,llama,llama_subject_matter2,subject_matter2,Static protection system,4,Very important,20.0,20250811_123515,llm,CONTEXT
mistral_generalist_20_20250811_123515,mistral,mistral_generalist,generalist,Static protection system,4,Very important,20.0,20250811_123515,llm,CONTEXT
mistral_generalist2_20_20250811_123515,mistral,mistral_generalist2,generalist2,Static protection system,4,Very important,20.0,20250811_123515,llm,CONTEXT
mistral_normative_20_20250811_123515,mistral,mistral_normative,normative,Static protection system,4,Very important,20.0,20250811_123515,llm,CONTEXT
mistral_normative2_20_20250811_123515,mistral,mistral_normative2,normative2,Static protection system,4,Very important,20.0,20250811_123515,llm,CONTEXT
mistral_subject_matter_20_20250811_123515,mistral,mistral_subject_matter,subject_matter,Static protection system,4,Very important,20.0,20250811_123515,llm,CONTEXT
mistral_subject_matter2_20_20250811_123515,mistral,mistral_subject_matter2,subject_matter2,Static protection system,4,Very important,20.0,20250811_123515,llm,CONTEXT
gemma3_generalist_20_20250811_123515,gemma3,gemma3_generalist,generalist,Static protection system,4,Very important,20.0,20250811_123515,llm,CONTEXT
gemma3_generalist2_20_20250811_123515,gemma3,gemma3_generalist2,generalist2,Static protection system,4,Very important,20.0,20250811_123515,llm,CONTEXT
gemma3_normative_20_20250811_123515,gemma3,gemma3_normative,normative,Static protection system,4,Very important,20.0,20250811_123515,llm,CONTEXT
gemma3_normative2_20_20250811_123515,gemma3,gemma3_normative2,normative2,Static protection system,4,Very important,20.0,20250811_123515,llm,CONTEXT
gemma3_subject_matter_20_20250811_123515,gemma3,gemma3_subject_matter,subject_matter,Static protection system,4,Very important,20.0,20250811_123515,llm,CONTEXT
gemma3_subject_matter2_20_20250811_123515,gemma3,gemma3_subject_matter2,subject_matter2,Static protection system,4,Very important,20.0,20250811_123515,llm,CONTEXT
llama_generalist_21_20250811_123919,llama,llama_generalist,generalist,Static protection system,4,Very important,21.0,20250811_123919,llm,CONTEXT
llama_generalist2_21_20250811_123919,llama,llama_generalist2,generalist2,Static protection system,3,Important,21.0,20250811_123919,llm,CONTEXT
llama_normative_21_20250811_123919,llama,llama_normative,normative,Static protection system,3,Important,21.0,20250811_123919,llm,CONTEXT
llama_normative2_21_20250811_123919,llama,llama_normative2,normative2,Static protection system,3,Important,21.0,20250811_123919,llm,CONTEXT
llama_subject_matter_21_20250811_123919,llama,llama_subject_matter,subject_matter,Static protection system,3,Important,21.0,20250811_123919,llm,CONTEXT
llama_subject_matter2_21_20250811_123919,llama,llama_subject_matter2,subject_matter2,Static protection system,4,Very important,21.0,20250811_123919,llm,CONTEXT
mistral_generalist_21_20250811_123919,mistral,mistral_generalist,generalist,Static protection system,4,Very important,21.0,20250811_123919,llm,CONTEXT
mistral_generalist2_21_20250811_123919,mistral,mistral_generalist2,generalist2,Static protection system,4,Very important,21.0,20250811_123919,llm,CONTEXT
mistral_normative_21_20250811_123919,mistral,mistral_normative,normative,Static protection system,4,Very important,21.0,20250811_123919,llm,CONTEXT
mistral_normative2_21_20250811_123919,mistral,mistral_normative2,normative2,Static protection system,4,Very important,21.0,20250811_123919,llm,CONTEXT
mistral_subject_matter_21_20250811_123919,mistral,mistral_subject_matter,subject_matter,Static protection system,4,Very important,21.0,20250811_123919,llm,CONTEXT
mistral_subject_matter2_21_20250811_123919,mistral,mistral_subject_matter2,subject_matter2,Static protection system,4,Very important,21.0,20250811_123919,llm,CONTEXT
gemma3_generalist_21_20250811_123919,gemma3,gemma3_generalist,generalist,Static protection system,4,Very important,21.0,20250811_123919,llm,CONTEXT
gemma3_generalist2_21_20250811_123919,gemma3,gemma3_generalist2,generalist2,Static protection system,4,Very important,21.0,20250811_123919,llm,CONTEXT
gemma3_normative_21_20250811_123919,gemma3,gemma3_normative,normative,Static protection system,4,Very important,21.0,20250811_123919,llm,CONTEXT
gemma3_normative2_21_20250811_123919,gemma3,gemma3_normative2,normative2,Static protection system,4,Very important,21.0,20250811_123919,llm,CONTEXT
gemma3_subject_matter_21_20250811_123919,gemma3,gemma3_subject_matter,subject_matter,Static protection system,4,Very important,21.0,20250811_123919,llm,CONTEXT
gemma3_subject_matter2_21_20250811_123919,gemma3,gemma3_subject_matter2,subject_matter2,Static protection system,4,Very important,21.0,20250811_123919,llm,CONTEXT
llama_generalist_22_20250811_124304,llama,llama_generalist,generalist,Static protection system,4,Very important,22.0,20250811_124304,llm,CONTEXT
llama_generalist2_22_20250811_124304,llama,llama_generalist2,generalist2,Static protection system,3,Important,22.0,20250811_124304,llm,CONTEXT
llama_normative_22_20250811_124304,llama,llama_normative,normative,Static protection system,4,Very important,22.0,20250811_124304,llm,CONTEXT
llama_normative2_22_20250811_124304,llama,llama_normative2,normative2,Static protection system,3,Important,22.0,20250811_124304,llm,CONTEXT
llama_subject_matter_22_20250811_124304,llama,llama_subject_matter,subject_matter,Static protection system,4,Very important,22.0,20250811_124304,llm,CONTEXT
llama_subject_matter2_22_20250811_124304,llama,llama_subject_matter2,subject_matter2,Static protection system,3,Important,22.0,20250811_124304,llm,CONTEXT
mistral_generalist_22_20250811_124304,mistral,mistral_generalist,generalist,Static protection system,4,Very important,22.0,20250811_124304,llm,CONTEXT
mistral_generalist2_22_20250811_124304,mistral,mistral_generalist2,generalist2,Static protection system,4,Very important,22.0,20250811_124304,llm,CONTEXT
mistral_normative_22_20250811_124304,mistral,mistral_normative,normative,Static protection system,4,Very important,22.0,20250811_124304,llm,CONTEXT
mistral_normative2_22_20250811_124304,mistral,mistral_normative2,normative2,Static protection system,4,Very important,22.0,20250811_124304,llm,CONTEXT
mistral_subject_matter_22_20250811_124304,mistral,mistral_subject_matter,subject_matter,Static protection system,4,Very important,22.0,20250811_124304,llm,CONTEXT
mistral_subject_matter2_22_20250811_124304,mistral,mistral_subject_matter2,subject_matter2,Static protection system,4,Very important,22.0,20250811_124304,llm,CONTEXT
gemma3_generalist_22_20250811_124304,gemma3,gemma3_generalist,generalist,Static protection system,4,Very important,22.0,20250811_124304,llm,CONTEXT
gemma3_generalist2_22_20250811_124304,gemma3,gemma3_generalist2,generalist2,Static protection system,4,Very important,22.0,20250811_124304,llm,CONTEXT
gemma3_normative_22_20250811_124304,gemma3,gemma3_normative,normative,Static protection system,4,Very important,22.0,20250811_124304,llm,CONTEXT
gemma3_normative2_22_20250811_124304,gemma3,gemma3_normative2,normative2,Static protection system,4,Very important,22.0,20250811_124304,llm,CONTEXT
gemma3_subject_matter_22_20250811_124304,gemma3,gemma3_subject_matter,subject_matter,Static protection system,4,Very important,22.0,20250811_124304,llm,CONTEXT
gemma3_subject_matter2_22_20250811_124304,gemma3,gemma3_subject_matter2,subject_matter2,Static protection system,4,Very important,22.0,20250811_124304,llm,CONTEXT
llama_generalist_23_20250811_124637,llama,llama_generalist,generalist,Static protection system,4,Very important,23.0,20250811_124637,llm,CONTEXT
llama_generalist2_23_20250811_124637,llama,llama_generalist2,generalist2,Static protection system,4,Very important,23.0,20250811_124637,llm,CONTEXT
llama_normative_23_20250811_124637,llama,llama_normative,normative,Static protection system,4,Very important,23.0,20250811_124637,llm,CONTEXT
llama_normative2_23_20250811_124637,llama,llama_normative2,normative2,Static protection system,3,Important,23.0,20250811_124637,llm,CONTEXT
llama_subject_matter_23_20250811_124637,llama,llama_subject_matter,subject_matter,Static protection system,3,Important,23.0,20250811_124637,llm,CONTEXT
llama_subject_matter2_23_20250811_124637,llama,llama_subject_matter2,subject_matter2,Static protection system,4,Very important,23.0,20250811_124637,llm,CONTEXT
mistral_generalist_23_20250811_124637,mistral,mistral_generalist,generalist,Static protection system,4,Very important,23.0,20250811_124637,llm,CONTEXT
mistral_generalist2_23_20250811_124637,mistral,mistral_generalist2,generalist2,Static protection system,4,Very important,23.0,20250811_124637,llm,CONTEXT
mistral_normative_23_20250811_124637,mistral,mistral_normative,normative,Static protection system,4,Very important,23.0,20250811_124637,llm,CONTEXT
mistral_normative2_23_20250811_124637,mistral,mistral_normative2,normative2,Static protection system,4,Very important,23.0,20250811_124637,llm,CONTEXT
mistral_subject_matter_23_20250811_124637,mistral,mistral_subject_matter,subject_matter,Static protection system,4,Very important,23.0,20250811_124637,llm,CONTEXT
mistral_subject_matter2_23_20250811_124637,mistral,mistral_subject_matter2,subject_matter2,Static protection system,4,Very important,23.0,20250811_124637,llm,CONTEXT
gemma3_generalist_23_20250811_124637,gemma3,gemma3_generalist,generalist,Static protection system,4,Very important,23.0,20250811_124637,llm,CONTEXT
gemma3_generalist2_23_20250811_124637,gemma3,gemma3_generalist2,generalist2,Static protection system,4,Very important,23.0,20250811_124637,llm,CONTEXT
gemma3_normative_23_20250811_124637,gemma3,gemma3_normative,normative,Static protection system,4,Very important,23.0,20250811_124637,llm,CONTEXT
gemma3_normative2_23_20250811_124637,gemma3,gemma3_normative2,normative2,Static protection system,4,Very important,23.0,20250811_124637,llm,CONTEXT
