row_id,variant_id,base_model,model,dc_solution,rating,label,condition,anchor_type,anchor_level,iteration
ANCHOR_NUM_LOW_lvac_lvdc_interlink_converter_gemma3_generalist_09_20260706_110820,gemma3_generalist,gemma3,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_LOW,low,9
ANCHOR_NUM_LOW_lvac_lvdc_interlink_converter_gemma3_normative_09_20260706_110820,gemma3_normative,gemma3,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_LOW,low,9
ANCHOR_NUM_LOW_lvac_lvdc_interlink_converter_gemma3_subject-matter_09_20260706_110820,gemma3_subject-matter,gemma3,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_LOW,low,9
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_generalist_00_20260706_112134,phi4_generalist,phi4,generalist,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_normative_00_20260706_112134,phi4_normative,phi4,normative,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_subject-matter_00_20260706_112134,phi4_subject-matter,phi4,subject-matter,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_generalist_00_20260706_112134,llama_generalist,llama,generalist,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_normative_00_20260706_112134,llama_normative,llama,normative,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_subject-matter_00_20260706_112134,llama_subject-matter,llama,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_generalist_00_20260706_112134,mistral_generalist,mistral,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_normative_00_20260706_112134,mistral_normative,mistral,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_subject-matter_00_20260706_112134,mistral_subject-matter,mistral,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_generalist_00_20260706_112134,gemma3_generalist,gemma3,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_normative_00_20260706_112134,gemma3_normative,gemma3,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_subject-matter_00_20260706_112134,gemma3_subject-matter,gemma3,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,0
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_generalist_01_20260706_112426,phi4_generalist,phi4,generalist,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_normative_01_20260706_112426,phi4_normative,phi4,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_subject-matter_01_20260706_112426,phi4_subject-matter,phi4,subject-matter,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_generalist_01_20260706_112426,llama_generalist,llama,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_normative_01_20260706_112426,llama_normative,llama,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_subject-matter_01_20260706_112426,llama_subject-matter,llama,subject-matter,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_generalist_01_20260706_112426,mistral_generalist,mistral,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_normative_01_20260706_112426,mistral_normative,mistral,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_subject-matter_01_20260706_112426,mistral_subject-matter,mistral,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_generalist_01_20260706_112426,gemma3_generalist,gemma3,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_normative_01_20260706_112426,gemma3_normative,gemma3,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_subject-matter_01_20260706_112426,gemma3_subject-matter,gemma3,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,1
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_generalist_02_20260706_112658,phi4_generalist,phi4,generalist,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_normative_02_20260706_112658,phi4_normative,phi4,normative,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_subject-matter_02_20260706_112658,phi4_subject-matter,phi4,subject-matter,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_generalist_02_20260706_112658,llama_generalist,llama,generalist,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_normative_02_20260706_112658,llama_normative,llama,normative,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_subject-matter_02_20260706_112658,llama_subject-matter,llama,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_generalist_02_20260706_112658,mistral_generalist,mistral,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_normative_02_20260706_112658,mistral_normative,mistral,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_subject-matter_02_20260706_112658,mistral_subject-matter,mistral,subject-matter,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_generalist_02_20260706_112658,gemma3_generalist,gemma3,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_normative_02_20260706_112658,gemma3_normative,gemma3,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_subject-matter_02_20260706_112658,gemma3_subject-matter,gemma3,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,2
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_generalist_03_20260706_112946,phi4_generalist,phi4,generalist,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_normative_03_20260706_112946,phi4_normative,phi4,normative,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_subject-matter_03_20260706_112946,phi4_subject-matter,phi4,subject-matter,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_generalist_03_20260706_112946,llama_generalist,llama,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_normative_03_20260706_112946,llama_normative,llama,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_subject-matter_03_20260706_112946,llama_subject-matter,llama,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_generalist_03_20260706_112946,mistral_generalist,mistral,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_normative_03_20260706_112946,mistral_normative,mistral,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_subject-matter_03_20260706_112946,mistral_subject-matter,mistral,subject-matter,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_generalist_03_20260706_112946,gemma3_generalist,gemma3,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_normative_03_20260706_112946,gemma3_normative,gemma3,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_subject-matter_03_20260706_112946,gemma3_subject-matter,gemma3,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,3
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_generalist_04_20260706_113309,phi4_generalist,phi4,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_normative_04_20260706_113309,phi4_normative,phi4,normative,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_subject-matter_04_20260706_113309,phi4_subject-matter,phi4,subject-matter,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_generalist_04_20260706_113309,llama_generalist,llama,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_normative_04_20260706_113309,llama_normative,llama,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_subject-matter_04_20260706_113309,llama_subject-matter,llama,subject-matter,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_generalist_04_20260706_113309,mistral_generalist,mistral,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_normative_04_20260706_113309,mistral_normative,mistral,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_subject-matter_04_20260706_113309,mistral_subject-matter,mistral,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_generalist_04_20260706_113309,gemma3_generalist,gemma3,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_normative_04_20260706_113309,gemma3_normative,gemma3,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_subject-matter_04_20260706_113309,gemma3_subject-matter,gemma3,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,4
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_generalist_05_20260706_113553,phi4_generalist,phi4,generalist,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_normative_05_20260706_113553,phi4_normative,phi4,normative,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_subject-matter_05_20260706_113553,phi4_subject-matter,phi4,subject-matter,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_generalist_05_20260706_113553,llama_generalist,llama,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_normative_05_20260706_113553,llama_normative,llama,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_subject-matter_05_20260706_113553,llama_subject-matter,llama,subject-matter,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_generalist_05_20260706_113553,mistral_generalist,mistral,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_normative_05_20260706_113553,mistral_normative,mistral,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_subject-matter_05_20260706_113553,mistral_subject-matter,mistral,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_generalist_05_20260706_113553,gemma3_generalist,gemma3,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_normative_05_20260706_113553,gemma3_normative,gemma3,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_subject-matter_05_20260706_113553,gemma3_subject-matter,gemma3,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,5
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_generalist_06_20260706_113909,phi4_generalist,phi4,generalist,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_normative_06_20260706_113909,phi4_normative,phi4,normative,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_subject-matter_06_20260706_113909,phi4_subject-matter,phi4,subject-matter,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_generalist_06_20260706_113909,llama_generalist,llama,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_normative_06_20260706_113909,llama_normative,llama,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_subject-matter_06_20260706_113909,llama_subject-matter,llama,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_generalist_06_20260706_113909,mistral_generalist,mistral,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_normative_06_20260706_113909,mistral_normative,mistral,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_subject-matter_06_20260706_113909,mistral_subject-matter,mistral,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_generalist_06_20260706_113909,gemma3_generalist,gemma3,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_normative_06_20260706_113909,gemma3_normative,gemma3,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_subject-matter_06_20260706_113909,gemma3_subject-matter,gemma3,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,6
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_generalist_07_20260706_114158,phi4_generalist,phi4,generalist,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_normative_07_20260706_114158,phi4_normative,phi4,normative,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_subject-matter_07_20260706_114158,phi4_subject-matter,phi4,subject-matter,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_generalist_07_20260706_114158,llama_generalist,llama,generalist,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_normative_07_20260706_114158,llama_normative,llama,normative,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_subject-matter_07_20260706_114158,llama_subject-matter,llama,subject-matter,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_generalist_07_20260706_114158,mistral_generalist,mistral,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_normative_07_20260706_114158,mistral_normative,mistral,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_subject-matter_07_20260706_114158,mistral_subject-matter,mistral,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_generalist_07_20260706_114158,gemma3_generalist,gemma3,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_normative_07_20260706_114158,gemma3_normative,gemma3,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_subject-matter_07_20260706_114158,gemma3_subject-matter,gemma3,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,7
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_generalist_08_20260706_114513,phi4_generalist,phi4,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_normative_08_20260706_114513,phi4_normative,phi4,normative,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_subject-matter_08_20260706_114513,phi4_subject-matter,phi4,subject-matter,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_generalist_08_20260706_114513,llama_generalist,llama,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_normative_08_20260706_114513,llama_normative,llama,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_subject-matter_08_20260706_114513,llama_subject-matter,llama,subject-matter,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_generalist_08_20260706_114513,mistral_generalist,mistral,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_normative_08_20260706_114513,mistral_normative,mistral,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_subject-matter_08_20260706_114513,mistral_subject-matter,mistral,subject-matter,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_generalist_08_20260706_114513,gemma3_generalist,gemma3,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_normative_08_20260706_114513,gemma3_normative,gemma3,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_subject-matter_08_20260706_114513,gemma3_subject-matter,gemma3,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,8
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_generalist_09_20260706_114807,phi4_generalist,phi4,generalist,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_normative_09_20260706_114807,phi4_normative,phi4,normative,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_phi4_subject-matter_09_20260706_114807,phi4_subject-matter,phi4,subject-matter,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_generalist_09_20260706_114807,llama_generalist,llama,generalist,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_normative_09_20260706_114807,llama_normative,llama,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_llama_subject-matter_09_20260706_114807,llama_subject-matter,llama,subject-matter,LVAC-LVDC interlink converter,4,Very important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_generalist_09_20260706_114807,mistral_generalist,mistral,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_normative_09_20260706_114807,mistral_normative,mistral,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_mistral_subject-matter_09_20260706_114807,mistral_subject-matter,mistral,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_generalist_09_20260706_114807,gemma3_generalist,gemma3,generalist,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_normative_09_20260706_114807,gemma3_normative,gemma3,normative,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_NUM_HIGH_lvac_lvdc_interlink_converter_gemma3_subject-matter_09_20260706_114807,gemma3_subject-matter,gemma3,subject-matter,LVAC-LVDC interlink converter,3,Important,anchor,ANCHOR_NUM_HIGH,high,9
ANCHOR_WORD_dc_measurement_device_phi4_generalist_00_20260706_115635,phi4_generalist,phi4,generalist,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_dc_measurement_device_phi4_normative_00_20260706_115635,phi4_normative,phi4,normative,DC measurement device,4,Very important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_dc_measurement_device_phi4_subject-matter_00_20260706_115635,phi4_subject-matter,phi4,subject-matter,DC measurement device,3,Important,anchor,ANCHOR_WORD,,0
ANCHOR_WORD_dc_measurement_device_llama_generalist_00_20260706_115635,llama_generalist,llama,generalist,DC measurement device,3,Important,anchor,ANCHOR_WORD,,0
