row_id,variant_id,base_model,model,dc_solution,rating,label,condition,iteration
llama_normative_17_20260629_185725,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,17
llama_subject-matter_17_20260629_185725,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,zeroshot,17
mistral_generalist_17_20260629_185725,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,17
mistral_normative_17_20260629_185725,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,17
mistral_subject-matter_17_20260629_185725,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,17
gemma3_generalist_17_20260629_185725,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,17
gemma3_normative_17_20260629_185725,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,zeroshot,17
gemma3_subject-matter_17_20260629_185725,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,zeroshot,17
phi4_generalist_18_20260629_185920,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,18
phi4_normative_18_20260629_185920,phi4_normative,phi4,normative,Protection DC system design tool,3,Important,zeroshot,18
phi4_subject-matter_18_20260629_185920,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,18
llama_generalist_18_20260629_185920,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,zeroshot,18
llama_normative_18_20260629_185920,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,18
llama_subject-matter_18_20260629_185920,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,zeroshot,18
mistral_generalist_18_20260629_185920,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,18
mistral_normative_18_20260629_185920,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,18
mistral_subject-matter_18_20260629_185920,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,18
gemma3_generalist_18_20260629_185920,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,18
gemma3_normative_18_20260629_185920,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,zeroshot,18
gemma3_subject-matter_18_20260629_185920,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,3,Important,zeroshot,18
phi4_generalist_19_20260629_190036,phi4_generalist,phi4,generalist,Protection DC system design tool,3,Important,zeroshot,19
phi4_normative_19_20260629_190036,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,19
phi4_subject-matter_19_20260629_190036,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,19
llama_generalist_19_20260629_190036,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,19
llama_normative_19_20260629_190036,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,19
llama_subject-matter_19_20260629_190036,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,zeroshot,19
mistral_generalist_19_20260629_190036,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,19
mistral_normative_19_20260629_190036,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,19
mistral_subject-matter_19_20260629_190036,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,19
gemma3_generalist_19_20260629_190036,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,19
gemma3_normative_19_20260629_190036,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,zeroshot,19
gemma3_subject-matter_19_20260629_190036,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,zeroshot,19
phi4_generalist_20_20260629_190153,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,20
phi4_normative_20_20260629_190153,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,20
phi4_subject-matter_20_20260629_190153,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,20
llama_generalist_20_20260629_190153,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,20
llama_normative_20_20260629_190153,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,20
llama_subject-matter_20_20260629_190153,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,zeroshot,20
mistral_generalist_20_20260629_190153,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,20
mistral_normative_20_20260629_190153,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,20
mistral_subject-matter_20_20260629_190153,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,20
gemma3_generalist_20_20260629_190153,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,20
gemma3_normative_20_20260629_190153,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,zeroshot,20
gemma3_subject-matter_20_20260629_190153,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,3,Important,zeroshot,20
phi4_generalist_21_20260629_190344,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,21
phi4_normative_21_20260629_190344,phi4_normative,phi4,normative,Protection DC system design tool,3,Important,zeroshot,21
phi4_subject-matter_21_20260629_190344,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,21
llama_generalist_21_20260629_190344,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,21
llama_normative_21_20260629_190344,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,21
llama_subject-matter_21_20260629_190344,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,zeroshot,21
mistral_generalist_21_20260629_190344,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,21
mistral_normative_21_20260629_190344,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,21
mistral_subject-matter_21_20260629_190344,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,21
gemma3_generalist_21_20260629_190344,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,21
gemma3_normative_21_20260629_190344,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,zeroshot,21
gemma3_subject-matter_21_20260629_190344,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,3,Important,zeroshot,21
phi4_generalist_22_20260629_190458,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,22
phi4_normative_22_20260629_190458,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,22
phi4_subject-matter_22_20260629_190458,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,22
llama_generalist_22_20260629_190458,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,22
llama_normative_22_20260629_190458,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,22
llama_subject-matter_22_20260629_190458,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,zeroshot,22
mistral_generalist_22_20260629_190458,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,22
mistral_normative_22_20260629_190458,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,22
mistral_subject-matter_22_20260629_190458,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,22
gemma3_generalist_22_20260629_190458,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,22
gemma3_normative_22_20260629_190458,gemma3_normative,gemma3,normative,Protection DC system design tool,3,Important,zeroshot,22
gemma3_subject-matter_22_20260629_190458,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,3,Important,zeroshot,22
phi4_generalist_23_20260629_190614,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,23
phi4_normative_23_20260629_190614,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,23
phi4_subject-matter_23_20260629_190614,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,23
llama_generalist_23_20260629_190614,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,23
llama_normative_23_20260629_190614,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,23
llama_subject-matter_23_20260629_190614,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,zeroshot,23
mistral_generalist_23_20260629_190614,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,23
mistral_normative_23_20260629_190614,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,23
mistral_subject-matter_23_20260629_190614,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,23
gemma3_generalist_23_20260629_190614,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,23
gemma3_normative_23_20260629_190614,gemma3_normative,gemma3,normative,Protection DC system design tool,3,Important,zeroshot,23
gemma3_subject-matter_23_20260629_190614,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,zeroshot,23
phi4_generalist_24_20260629_190730,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,24
phi4_normative_24_20260629_190730,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,24
phi4_subject-matter_24_20260629_190730,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,24
llama_generalist_24_20260629_190730,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,24
llama_normative_24_20260629_190730,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,24
llama_subject-matter_24_20260629_190730,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,zeroshot,24
mistral_generalist_24_20260629_190730,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,24
mistral_normative_24_20260629_190730,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,24
mistral_subject-matter_24_20260629_190730,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,24
gemma3_generalist_24_20260629_190730,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,24
gemma3_normative_24_20260629_190730,gemma3_normative,gemma3,normative,Protection DC system design tool,3,Important,zeroshot,24
gemma3_subject-matter_24_20260629_190730,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,zeroshot,24
phi4_generalist_25_20260629_190844,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,25
phi4_normative_25_20260629_190844,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,25
phi4_subject-matter_25_20260629_190844,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,25
llama_generalist_25_20260629_190844,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,25
llama_normative_25_20260629_190844,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,25
llama_subject-matter_25_20260629_190844,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,zeroshot,25
mistral_generalist_25_20260629_190844,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,25
mistral_normative_25_20260629_190844,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,25
mistral_subject-matter_25_20260629_190844,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,25
gemma3_generalist_25_20260629_190844,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,25
gemma3_normative_25_20260629_190844,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,zeroshot,25
gemma3_subject-matter_25_20260629_190844,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,3,Important,zeroshot,25
phi4_generalist_26_20260629_191039,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,26
phi4_normative_26_20260629_191039,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,26
phi4_subject-matter_26_20260629_191039,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,26
llama_generalist_26_20260629_191039,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,26
llama_normative_26_20260629_191039,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,26
llama_subject-matter_26_20260629_191039,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,zeroshot,26
mistral_generalist_26_20260629_191039,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,26
mistral_normative_26_20260629_191039,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,zeroshot,26
mistral_subject-matter_26_20260629_191039,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,26
gemma3_generalist_26_20260629_191039,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,26
gemma3_normative_26_20260629_191039,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,zeroshot,26
gemma3_subject-matter_26_20260629_191039,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,zeroshot,26
phi4_generalist_27_20260629_191216,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,27
phi4_normative_27_20260629_191216,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,27
phi4_subject-matter_27_20260629_191216,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,27
llama_generalist_27_20260629_191216,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,27
llama_normative_27_20260629_191216,llama_normative,llama,normative,Protection DC system design tool,4,Very important,zeroshot,27
llama_subject-matter_27_20260629_191216,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,zeroshot,27
mistral_generalist_27_20260629_191216,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,27
mistral_normative_27_20260629_191216,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,27
mistral_subject-matter_27_20260629_191216,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,27
gemma3_generalist_27_20260629_191216,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,27
gemma3_normative_27_20260629_191216,gemma3_normative,gemma3,normative,Protection DC system design tool,3,Important,zeroshot,27
gemma3_subject-matter_27_20260629_191216,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,zeroshot,27
phi4_generalist_28_20260629_191350,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,28
phi4_normative_28_20260629_191350,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,28
phi4_subject-matter_28_20260629_191350,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,28
llama_generalist_28_20260629_191350,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,zeroshot,28
llama_normative_28_20260629_191350,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,28
llama_subject-matter_28_20260629_191350,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,zeroshot,28
mistral_generalist_28_20260629_191350,mistral_generalist,mistral,generalist,Protection DC system design tool,4,Very important,zeroshot,28
mistral_normative_28_20260629_191350,mistral_normative,mistral,normative,Protection DC system design tool,4,Very important,zeroshot,28
mistral_subject-matter_28_20260629_191350,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,28
gemma3_generalist_28_20260629_191350,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,28
gemma3_normative_28_20260629_191350,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,zeroshot,28
gemma3_subject-matter_28_20260629_191350,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,zeroshot,28
phi4_generalist_29_20260629_191507,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,29
phi4_normative_29_20260629_191507,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,29
phi4_subject-matter_29_20260629_191507,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,29
llama_generalist_29_20260629_191507,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,29
llama_normative_29_20260629_191507,llama_normative,llama,normative,Protection DC system design tool,4,Very important,zeroshot,29
llama_subject-matter_29_20260629_191507,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,zeroshot,29
mistral_generalist_29_20260629_191507,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,29
mistral_normative_29_20260629_191507,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,29
mistral_subject-matter_29_20260629_191507,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,29
gemma3_generalist_29_20260629_191507,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,29
gemma3_normative_29_20260629_191507,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,zeroshot,29
gemma3_subject-matter_29_20260629_191507,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,zeroshot,29
phi4_generalist_30_20260629_191624,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,30
phi4_normative_30_20260629_191624,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,30
phi4_subject-matter_30_20260629_191624,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,30
llama_generalist_30_20260629_191624,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,zeroshot,30
llama_normative_30_20260629_191624,llama_normative,llama,normative,Protection DC system design tool,4,Very important,zeroshot,30
llama_subject-matter_30_20260629_191624,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,zeroshot,30
mistral_generalist_30_20260629_191624,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,30
mistral_normative_30_20260629_191624,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,30
mistral_subject-matter_30_20260629_191624,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,3,Important,zeroshot,30
gemma3_generalist_30_20260629_191624,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,30
gemma3_normative_30_20260629_191624,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,zeroshot,30
gemma3_subject-matter_30_20260629_191624,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,zeroshot,30
phi4_generalist_31_20260629_191740,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,31
phi4_normative_31_20260629_191740,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,31
phi4_subject-matter_31_20260629_191740,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,31
llama_generalist_31_20260629_191740,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,zeroshot,31
llama_normative_31_20260629_191740,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,31
llama_subject-matter_31_20260629_191740,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,zeroshot,31
mistral_generalist_31_20260629_191740,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,31
mistral_normative_31_20260629_191740,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,31
mistral_subject-matter_31_20260629_191740,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,31
gemma3_generalist_31_20260629_191740,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,31
gemma3_normative_31_20260629_191740,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,zeroshot,31
gemma3_subject-matter_31_20260629_191740,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,3,Important,zeroshot,31
phi4_generalist_32_20260629_191857,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,32
phi4_normative_32_20260629_191857,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,32
phi4_subject-matter_32_20260629_191857,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,32
llama_generalist_32_20260629_191857,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,32
llama_normative_32_20260629_191857,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,32
llama_subject-matter_32_20260629_191857,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,zeroshot,32
mistral_generalist_32_20260629_191857,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,32
mistral_normative_32_20260629_191857,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,32
mistral_subject-matter_32_20260629_191857,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,32
gemma3_generalist_32_20260629_191857,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,32
gemma3_normative_32_20260629_191857,gemma3_normative,gemma3,normative,Protection DC system design tool,3,Important,zeroshot,32
gemma3_subject-matter_32_20260629_191857,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,zeroshot,32
phi4_generalist_33_20260629_192045,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,33
phi4_normative_33_20260629_192045,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,33
phi4_subject-matter_33_20260629_192045,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,33
llama_generalist_33_20260629_192045,llama_generalist,llama,generalist,Protection DC system design tool,4,Very important,zeroshot,33
llama_normative_33_20260629_192045,llama_normative,llama,normative,Protection DC system design tool,4,Very important,zeroshot,33
llama_subject-matter_33_20260629_192045,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,zeroshot,33
mistral_generalist_33_20260629_192045,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,33
mistral_normative_33_20260629_192045,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,33
mistral_subject-matter_33_20260629_192045,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,33
gemma3_generalist_33_20260629_192045,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,33
gemma3_normative_33_20260629_192045,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,zeroshot,33
gemma3_subject-matter_33_20260629_192045,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,zeroshot,33
phi4_generalist_34_20260629_192219,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,34
phi4_normative_34_20260629_192219,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,34
phi4_subject-matter_34_20260629_192219,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,34
llama_generalist_34_20260629_192219,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,34
llama_normative_34_20260629_192219,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,34
llama_subject-matter_34_20260629_192219,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,zeroshot,34
mistral_generalist_34_20260629_192219,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,34
mistral_normative_34_20260629_192219,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,34
mistral_subject-matter_34_20260629_192219,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,34
gemma3_generalist_34_20260629_192219,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,34
gemma3_normative_34_20260629_192219,gemma3_normative,gemma3,normative,Protection DC system design tool,3,Important,zeroshot,34
gemma3_subject-matter_34_20260629_192219,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,3,Important,zeroshot,34
phi4_generalist_35_20260629_192344,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,35
phi4_normative_35_20260629_192344,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,35
phi4_subject-matter_35_20260629_192344,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,35
llama_generalist_35_20260629_192344,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,35
llama_normative_35_20260629_192344,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,35
llama_subject-matter_35_20260629_192344,llama_subject-matter,llama,subject-matter,Protection DC system design tool,3,Important,zeroshot,35
mistral_generalist_35_20260629_192344,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,35
mistral_normative_35_20260629_192344,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,35
mistral_subject-matter_35_20260629_192344,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,35
gemma3_generalist_35_20260629_192344,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,35
gemma3_normative_35_20260629_192344,gemma3_normative,gemma3,normative,Protection DC system design tool,3,Important,zeroshot,35
gemma3_subject-matter_35_20260629_192344,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,zeroshot,35
phi4_generalist_36_20260629_192534,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,36
phi4_normative_36_20260629_192534,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,36
phi4_subject-matter_36_20260629_192534,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,36
llama_generalist_36_20260629_192534,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,36
llama_normative_36_20260629_192534,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,36
llama_subject-matter_36_20260629_192534,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,zeroshot,36
mistral_generalist_36_20260629_192534,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,36
mistral_normative_36_20260629_192534,mistral_normative,mistral,normative,Protection DC system design tool,3,Important,zeroshot,36
mistral_subject-matter_36_20260629_192534,mistral_subject-matter,mistral,subject-matter,Protection DC system design tool,4,Very important,zeroshot,36
gemma3_generalist_36_20260629_192534,gemma3_generalist,gemma3,generalist,Protection DC system design tool,3,Important,zeroshot,36
gemma3_normative_36_20260629_192534,gemma3_normative,gemma3,normative,Protection DC system design tool,4,Very important,zeroshot,36
gemma3_subject-matter_36_20260629_192534,gemma3_subject-matter,gemma3,subject-matter,Protection DC system design tool,4,Very important,zeroshot,36
phi4_generalist_37_20260629_192649,phi4_generalist,phi4,generalist,Protection DC system design tool,4,Very important,zeroshot,37
phi4_normative_37_20260629_192649,phi4_normative,phi4,normative,Protection DC system design tool,4,Very important,zeroshot,37
phi4_subject-matter_37_20260629_192649,phi4_subject-matter,phi4,subject-matter,Protection DC system design tool,4,Very important,zeroshot,37
llama_generalist_37_20260629_192649,llama_generalist,llama,generalist,Protection DC system design tool,3,Important,zeroshot,37
llama_normative_37_20260629_192649,llama_normative,llama,normative,Protection DC system design tool,3,Important,zeroshot,37
llama_subject-matter_37_20260629_192649,llama_subject-matter,llama,subject-matter,Protection DC system design tool,4,Very important,zeroshot,37
mistral_generalist_37_20260629_192649,mistral_generalist,mistral,generalist,Protection DC system design tool,3,Important,zeroshot,37
