row_id,source,base_model,variant_id,model,barrier_id,barrier_label,condition,iteration,timestamp
subject_matter_llamapro_09_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,9.0,20250630_233916
subject_matter_llamapro_09_b2,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,9.0,20250630_233916
subject_matter_llamapro_09_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,9.0,20250630_233916
subject_matter_llamapro_09_b4,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,9.0,20250630_233916
subject_matter_llamapro_09_b5,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,9.0,20250630_233916
subject_matter_llamapro_10_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,10.0,20250630_234021
subject_matter_llamapro_10_b10,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,10.0,20250630_234021
subject_matter_llamapro_10_b11,,llama-pro,subject_matter_llamapro,subject_matter,11,,ZEROSHOT,10.0,20250630_234021
subject_matter_llamapro_10_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,10.0,20250630_234021
subject_matter_llamapro_10_b3,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,10.0,20250630_234021
subject_matter_llamapro_11_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,11.0,20250630_234139
subject_matter_llamapro_11_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,11.0,20250630_234139
subject_matter_llamapro_11_b3,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,11.0,20250630_234139
subject_matter_llamapro_11_b4,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,11.0,20250630_234139
subject_matter_llamapro_11_b5,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,11.0,20250630_234139
subject_matter_llamapro_12_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,12.0,20250630_235034
subject_matter_llamapro_12_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,12.0,20250630_235034
subject_matter_llamapro_12_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,12.0,20250630_235034
subject_matter_llamapro_12_b4,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,12.0,20250630_235034
subject_matter_llamapro_12_b5,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,12.0,20250630_235034
subject_matter_llamapro_13_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,13.0,20250630_235207
subject_matter_llamapro_13_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,13.0,20250630_235207
subject_matter_llamapro_13_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,13.0,20250630_235207
subject_matter_llamapro_13_b4,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,13.0,20250630_235207
subject_matter_llamapro_13_b5,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,13.0,20250630_235207
subject_matter_llamapro_14_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,14.0,20250630_235451
subject_matter_llamapro_14_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,14.0,20250630_235451
subject_matter_llamapro_14_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,14.0,20250630_235451
subject_matter_llamapro_14_b4,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,14.0,20250630_235451
subject_matter_llamapro_14_b5,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,14.0,20250630_235451
subject_matter_llamapro_15_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,15.0,20250630_235637
subject_matter_llamapro_15_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,15.0,20250630_235637
subject_matter_llamapro_15_b3,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,15.0,20250630_235637
subject_matter_llamapro_15_b4,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,15.0,20250630_235637
subject_matter_llamapro_15_b5,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,15.0,20250630_235637
subject_matter_llamapro_16_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,16.0,20250630_235919
subject_matter_llamapro_16_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,16.0,20250630_235919
subject_matter_llamapro_16_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,16.0,20250630_235919
subject_matter_llamapro_16_b4,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,16.0,20250630_235919
subject_matter_llamapro_16_b5,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,16.0,20250630_235919
subject_matter_llamapro_17_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,17.0,20250701_000018
subject_matter_llamapro_17_b2,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,17.0,20250701_000018
subject_matter_llamapro_17_b3,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,17.0,20250701_000018
subject_matter_llamapro_17_b4,,llama-pro,subject_matter_llamapro,subject_matter,7,,ZEROSHOT,17.0,20250701_000018
subject_matter_llamapro_17_b5,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,17.0,20250701_000018
subject_matter_llamapro_18_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,18.0,20250701_000359
subject_matter_llamapro_18_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,18.0,20250701_000359
subject_matter_llamapro_18_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,18.0,20250701_000359
subject_matter_llamapro_18_b4,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,18.0,20250701_000359
subject_matter_llamapro_18_b5,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,18.0,20250701_000359
subject_matter_llamapro_19_b1,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,19.0,20250701_000505
subject_matter_llamapro_19_b2,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,19.0,20250701_000505
subject_matter_llamapro_19_b3,,llama-pro,subject_matter_llamapro,subject_matter,7,,ZEROSHOT,19.0,20250701_000505
subject_matter_llamapro_19_b4,,llama-pro,subject_matter_llamapro,subject_matter,8,,ZEROSHOT,19.0,20250701_000505
subject_matter_llamapro_19_b5,,llama-pro,subject_matter_llamapro,subject_matter,9,,ZEROSHOT,19.0,20250701_000505
subject_matter_llamapro_20_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,20.0,20250701_000706
subject_matter_llamapro_20_b10,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,20.0,20250701_000706
subject_matter_llamapro_20_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,20.0,20250701_000706
subject_matter_llamapro_20_b3,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,20.0,20250701_000706
subject_matter_llamapro_20_b4,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,20.0,20250701_000706
subject_matter_llamapro_21_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,21.0,20250701_000807
subject_matter_llamapro_21_b2,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,21.0,20250701_000807
subject_matter_llamapro_21_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,21.0,20250701_000807
subject_matter_llamapro_21_b4,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,21.0,20250701_000807
subject_matter_llamapro_21_b5,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,21.0,20250701_000807
subject_matter_llamapro_22_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,22.0,20250701_001107
subject_matter_llamapro_22_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,22.0,20250701_001107
subject_matter_llamapro_22_b3,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,22.0,20250701_001107
subject_matter_llamapro_22_b4,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,22.0,20250701_001107
subject_matter_llamapro_22_b5,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,22.0,20250701_001107
subject_matter_llamapro_23_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,23.0,20250701_001334
subject_matter_llamapro_23_b2,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,23.0,20250701_001334
subject_matter_llamapro_23_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,23.0,20250701_001334
subject_matter_llamapro_23_b4,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,23.0,20250701_001334
subject_matter_llamapro_23_b5,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,23.0,20250701_001334
subject_matter_llamapro_24_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,24.0,20250701_001438
subject_matter_llamapro_24_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,24.0,20250701_001438
subject_matter_llamapro_24_b3,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,24.0,20250701_001438
subject_matter_llamapro_24_b4,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,24.0,20250701_001438
subject_matter_llamapro_24_b5,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,24.0,20250701_001438
subject_matter_llamapro_25_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,25.0,20250701_001616
subject_matter_llamapro_25_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,25.0,20250701_001616
subject_matter_llamapro_25_b3,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,25.0,20250701_001616
subject_matter_llamapro_25_b4,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,25.0,20250701_001616
subject_matter_llamapro_25_b5,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,25.0,20250701_001616
subject_matter_llamapro_26_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,26.0,20250701_001709
subject_matter_llamapro_26_b2,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,26.0,20250701_001709
subject_matter_llamapro_26_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,26.0,20250701_001709
subject_matter_llamapro_26_b4,,llama-pro,subject_matter_llamapro,subject_matter,7,,ZEROSHOT,26.0,20250701_001709
subject_matter_llamapro_26_b5,,llama-pro,subject_matter_llamapro,subject_matter,8,,ZEROSHOT,26.0,20250701_001709
subject_matter_llamapro_27_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,27.0,20250701_001806
subject_matter_llamapro_27_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,27.0,20250701_001806
subject_matter_llamapro_27_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,27.0,20250701_001806
subject_matter_llamapro_27_b4,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,27.0,20250701_001806
subject_matter_llamapro_27_b5,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,27.0,20250701_001806
subject_matter_llamapro_28_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,28.0,20250701_002023
subject_matter_llamapro_28_b2,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,28.0,20250701_002023
subject_matter_llamapro_28_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,28.0,20250701_002023
subject_matter_llamapro_28_b4,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,28.0,20250701_002023
subject_matter_llamapro_28_b5,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,28.0,20250701_002023
subject_matter_llamapro_29_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,29.0,20250701_002157
subject_matter_llamapro_29_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,29.0,20250701_002157
subject_matter_llamapro_29_b3,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,29.0,20250701_002157
subject_matter_llamapro_29_b4,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,29.0,20250701_002157
subject_matter_llamapro_29_b5,,llama-pro,subject_matter_llamapro,subject_matter,11,,ZEROSHOT,29.0,20250701_002157
subject_matter_llamapro_30_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,30.0,20250701_002745
subject_matter_llamapro_30_b2,,llama-pro,subject_matter_llamapro,subject_matter,7,,ZEROSHOT,30.0,20250701_002745
subject_matter_llamapro_30_b3,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,30.0,20250701_002745
subject_matter_llamapro_30_b4,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,30.0,20250701_002745
subject_matter_llamapro_30_b5,,llama-pro,subject_matter_llamapro,subject_matter,11,,ZEROSHOT,30.0,20250701_002745
subject_matter_llamapro_31_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,31.0,20250701_003131
subject_matter_llamapro_31_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,31.0,20250701_003131
subject_matter_llamapro_31_b3,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,31.0,20250701_003131
subject_matter_llamapro_31_b4,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,31.0,20250701_003131
subject_matter_llamapro_31_b5,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,31.0,20250701_003131
subject_matter_llamapro_32_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,32.0,20250701_003250
subject_matter_llamapro_32_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,32.0,20250701_003250
subject_matter_llamapro_32_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,32.0,20250701_003250
subject_matter_llamapro_32_b4,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,32.0,20250701_003250
subject_matter_llamapro_32_b5,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,32.0,20250701_003250
subject_matter_llamapro_33_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,33.0,20250701_003544
subject_matter_llamapro_33_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,33.0,20250701_003544
subject_matter_llamapro_33_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,33.0,20250701_003544
subject_matter_llamapro_33_b4,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,33.0,20250701_003544
subject_matter_llamapro_33_b5,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,33.0,20250701_003544
subject_matter_llamapro_34_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,34.0,20250701_003725
subject_matter_llamapro_34_b2,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,34.0,20250701_003725
subject_matter_llamapro_34_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,34.0,20250701_003725
subject_matter_llamapro_34_b4,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,34.0,20250701_003725
subject_matter_llamapro_34_b5,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,34.0,20250701_003725
subject_matter_llamapro_35_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,35.0,20250701_004010
subject_matter_llamapro_35_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,35.0,20250701_004010
subject_matter_llamapro_35_b3,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,35.0,20250701_004010
subject_matter_llamapro_35_b4,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,35.0,20250701_004010
subject_matter_llamapro_35_b5,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,35.0,20250701_004010
subject_matter_llamapro_36_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,36.0,20250701_004234
subject_matter_llamapro_36_b2,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,36.0,20250701_004234
subject_matter_llamapro_36_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,36.0,20250701_004234
subject_matter_llamapro_36_b4,,llama-pro,subject_matter_llamapro,subject_matter,7,,ZEROSHOT,36.0,20250701_004234
subject_matter_llamapro_36_b5,,llama-pro,subject_matter_llamapro,subject_matter,8,,ZEROSHOT,36.0,20250701_004234
subject_matter_llamapro_37_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,37.0,20250701_004351
subject_matter_llamapro_37_b3,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,37.0,20250701_004351
subject_matter_llamapro_37_b4,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,37.0,20250701_004351
subject_matter_llamapro_37_b5,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,37.0,20250701_004351
subject_matter_llamapro_37_b6,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,37.0,20250701_004351
subject_matter_llamapro_38_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,38.0,20250701_004642
subject_matter_llamapro_38_b2,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,38.0,20250701_004642
subject_matter_llamapro_38_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,38.0,20250701_004642
subject_matter_llamapro_38_b4,,llama-pro,subject_matter_llamapro,subject_matter,7,,ZEROSHOT,38.0,20250701_004642
subject_matter_llamapro_38_b5,,llama-pro,subject_matter_llamapro,subject_matter,8,,ZEROSHOT,38.0,20250701_004642
subject_matter_llamapro_39_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,39.0,20250701_005034
subject_matter_llamapro_39_b2,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,39.0,20250701_005034
subject_matter_llamapro_39_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,39.0,20250701_005034
subject_matter_llamapro_39_b4,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,39.0,20250701_005034
subject_matter_llamapro_39_b5,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,39.0,20250701_005034
subject_matter_llamapro_40_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,40.0,20250701_005206
subject_matter_llamapro_40_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,40.0,20250701_005206
subject_matter_llamapro_40_b3,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,40.0,20250701_005206
subject_matter_llamapro_40_b4,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,40.0,20250701_005206
subject_matter_llamapro_40_b5,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,40.0,20250701_005206
subject_matter_llamapro_41_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,41.0,20250701_005301
subject_matter_llamapro_41_b10,,llama-pro,subject_matter_llamapro,subject_matter,10,,ZEROSHOT,41.0,20250701_005301
subject_matter_llamapro_41_b11,,llama-pro,subject_matter_llamapro,subject_matter,11,,ZEROSHOT,41.0,20250701_005301
subject_matter_llamapro_41_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,41.0,20250701_005301
subject_matter_llamapro_41_b3,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,41.0,20250701_005301
subject_matter_llamapro_42_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,42.0,20250701_005501
subject_matter_llamapro_42_b2,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,42.0,20250701_005501
subject_matter_llamapro_42_b3,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,42.0,20250701_005501
subject_matter_llamapro_42_b4,,llama-pro,subject_matter_llamapro,subject_matter,7,,ZEROSHOT,42.0,20250701_005501
subject_matter_llamapro_42_b5,,llama-pro,subject_matter_llamapro,subject_matter,9,,ZEROSHOT,42.0,20250701_005501
subject_matter_llamapro_43_b10,,llama-pro,subject_matter_llamapro,subject_matter,10,,ZEROSHOT,43.0,20250701_084049
subject_matter_llamapro_43_b5,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,43.0,20250701_084049
subject_matter_llamapro_43_b6,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,43.0,20250701_084049
subject_matter_llamapro_43_b7,,llama-pro,subject_matter_llamapro,subject_matter,7,,ZEROSHOT,43.0,20250701_084049
subject_matter_llamapro_43_b8,,llama-pro,subject_matter_llamapro,subject_matter,8,,ZEROSHOT,43.0,20250701_084049
subject_matter_llamapro_44_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,44.0,20250701_084228
subject_matter_llamapro_44_b2,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,44.0,20250701_084228
subject_matter_llamapro_44_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,44.0,20250701_084228
subject_matter_llamapro_44_b4,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,44.0,20250701_084228
subject_matter_llamapro_44_b5,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,44.0,20250701_084228
subject_matter_llamapro_45_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,45.0,20250701_084333
subject_matter_llamapro_45_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,45.0,20250701_084333
subject_matter_llamapro_45_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,45.0,20250701_084333
subject_matter_llamapro_45_b4,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,45.0,20250701_084333
subject_matter_llamapro_45_b5,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,45.0,20250701_084333
subject_matter_llamapro_46_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,46.0,20250701_084530
subject_matter_llamapro_46_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,46.0,20250701_084530
subject_matter_llamapro_46_b3,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,46.0,20250701_084530
subject_matter_llamapro_46_b4,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,46.0,20250701_084530
subject_matter_llamapro_46_b5,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,46.0,20250701_084530
subject_matter_llamapro_47_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,47.0,20250701_084636
subject_matter_llamapro_47_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,47.0,20250701_084636
subject_matter_llamapro_47_b3,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,47.0,20250701_084636
subject_matter_llamapro_47_b4,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,47.0,20250701_084636
subject_matter_llamapro_47_b5,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,47.0,20250701_084636
subject_matter_llamapro_48_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,48.0,20250701_084802
subject_matter_llamapro_48_b10,,llama-pro,subject_matter_llamapro,subject_matter,11,,ZEROSHOT,48.0,20250701_084802
subject_matter_llamapro_48_b2,,llama-pro,subject_matter_llamapro,subject_matter,3,,ZEROSHOT,48.0,20250701_084802
subject_matter_llamapro_48_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,48.0,20250701_084802
subject_matter_llamapro_48_b4,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,48.0,20250701_084802
subject_matter_llamapro_49_b1,,llama-pro,subject_matter_llamapro,subject_matter,1,,ZEROSHOT,49.0,20250701_084941
subject_matter_llamapro_49_b2,,llama-pro,subject_matter_llamapro,subject_matter,2,,ZEROSHOT,49.0,20250701_084941
subject_matter_llamapro_49_b3,,llama-pro,subject_matter_llamapro,subject_matter,4,,ZEROSHOT,49.0,20250701_084941
subject_matter_llamapro_49_b4,,llama-pro,subject_matter_llamapro,subject_matter,5,,ZEROSHOT,49.0,20250701_084941
subject_matter_llamapro_49_b5,,llama-pro,subject_matter_llamapro,subject_matter,6,,ZEROSHOT,49.0,20250701_084941
generalist2_mistral_00_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,0.0,20250701_092819
generalist2_mistral_00_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,0.0,20250701_092819
generalist2_mistral_00_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,0.0,20250701_092819
generalist2_mistral_00_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,0.0,20250701_092819
generalist2_mistral_00_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,0.0,20250701_092819
generalist2_mistral_01_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,1.0,20250701_093119
generalist2_mistral_01_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,1.0,20250701_093119
generalist2_mistral_01_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,1.0,20250701_093119
generalist2_mistral_01_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,1.0,20250701_093119
generalist2_mistral_01_b5,,mistral,generalist2_mistral,generalist2,5,,ZEROSHOT,1.0,20250701_093119
generalist2_mistral_02_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,2.0,20250701_093201
generalist2_mistral_02_b10,,mistral,generalist2_mistral,generalist2,10,,ZEROSHOT,2.0,20250701_093201
generalist2_mistral_02_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,2.0,20250701_093201
generalist2_mistral_02_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,2.0,20250701_093201
generalist2_mistral_02_b4,,mistral,generalist2_mistral,generalist2,4,,ZEROSHOT,2.0,20250701_093201
generalist2_mistral_03_b1,,mistral,generalist2_mistral,generalist2,1,,ZEROSHOT,3.0,20250701_093241
generalist2_mistral_03_b2,,mistral,generalist2_mistral,generalist2,2,,ZEROSHOT,3.0,20250701_093241
generalist2_mistral_03_b3,,mistral,generalist2_mistral,generalist2,3,,ZEROSHOT,3.0,20250701_093241
